,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
0,20/10/2010,within an hour,1.0,0.0,f,2.0,2.0,t,t,Woodlands,North Region,1.44255,103.7958,Private room in apartment,Private room,1,1 bath,1.0,1.0,82.0,180,360,t,30,60,90,365,1,0,0,21/10/2013,21/10/2013,1,10.0,10.0,10.0,10.0,8.0,8.0,f,2,0,2,0,0.01
1,08/09/2010,,0.0,0.0,f,1.0,1.0,t,t,Bukit Timah,Central Region,1.33235,103.78520999999999,Private room in apartment,Private room,2,1 bath,1.0,1.0,80.0,90,730,t,30,60,90,365,18,0,0,18/04/2014,26/12/2014,1,9.0,10.0,10.0,10.0,9.0,9.0,f,1,0,1,0,0.23
2,20/10/2010,within an hour,1.0,0.0,f,2.0,2.0,t,t,Woodlands,North Region,1.44246,103.79666999999999,Private room in apartment,Private room,1,1 bath,1.0,1.0,68.0,6,14,t,30,60,90,365,20,0,0,25/06/2011,01/10/2015,1,10.0,10.0,10.0,10.0,8.0,9.0,f,2,0,2,0,0.18
3,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34541,103.95711999999999,Private room in villa,Private room,6,1 private bath,2.0,3.0,179.0,90,1125,t,30,60,90,365,20,5,0,19/12/2011,17/01/2020,1,9.0,8.0,9.0,10.0,9.0,9.0,t,8,0,8,0,0.19
4,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.3456700000000001,103.95963,Private room in house,Private room,3,Shared half-bath,1.0,1.0,95.0,90,1125,t,30,60,90,365,24,0,0,30/07/2011,13/10/2019,1,8.0,8.0,9.0,9.0,8.0,8.0,t,8,0,8,0,0.21
5,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34702,103.96103000000001,Private room in house,Private room,3,Shared half-bath,1.0,2.0,82.0,90,1125,t,30,60,90,365,48,3,0,04/05/2011,09/01/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,f,8,0,8,0,0.42
6,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34348,103.96337,Private room in house,Private room,6,1 shared bath,1.0,7.0,208.0,1,365,t,30,60,90,181,29,3,0,05/06/2011,11/01/2020,1,9.0,8.0,9.0,9.0,9.0,8.0,t,8,0,8,0,0.25
7,25/08/2011,within an hour,1.0,1.0,t,3.0,3.0,t,t,Bedok,East Region,1.3239100000000001,103.91277,Private room in townhouse,Private room,1,1 private bath,1.0,1.0,52.0,90,1125,t,30,60,90,365,178,4,1,19/01/2012,16/10/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,f,3,0,3,0,1.67
8,25/08/2011,within an hour,1.0,1.0,t,3.0,3.0,t,t,Bedok,East Region,1.3239100000000001,103.91277,Private room in townhouse,Private room,2,1 private bath,1.0,2.0,54.0,90,1125,t,25,49,79,354,199,0,0,02/11/2011,21/09/2019,1,10.0,10.0,10.0,10.0,10.0,10.0,f,3,0,3,0,1.82
9,24/11/2011,within a day,0.75,0.67,f,3.0,3.0,t,t,Bukit Merah,Central Region,1.28875,103.80814000000001,Private room in apartment,Private room,1,0,1.0,1.0,52.0,14,999,t,29,59,89,364,20,1,0,20/04/2013,17/04/2020,1,8.0,8.0,9.0,9.0,9.0,9.0,f,4,0,4,0,0.22
10,24/11/2011,within a day,0.75,0.67,f,3.0,3.0,t,t,Bukit Merah,Central Region,1.28837,103.81099,Private room in apartment,Private room,1,Shared half-bath,1.0,0.0,40.0,14,999,t,29,59,89,364,12,2,0,26/04/2012,05/04/2020,1,9.0,9.0,9.0,10.0,9.0,9.0,f,4,0,4,0,0.12
11,20/12/2011,within an hour,1.0,0.6,f,6.0,6.0,t,t,Newton,Central Region,1.31125,103.83816,Private room in apartment,Private room,2,1 shared bath,1.0,1.0,72.0,90,1125,t,30,60,90,365,133,4,0,28/01/2012,21/01/2020,1,9.0,9.0,9.0,10.0,9.0,9.0,f,7,1,6,0,1.25
12,31/12/2011,within a day,1.0,0.27,f,1.0,1.0,t,t,Geylang,Central Region,1.3169799999999998,103.89,Private room in apartment,Private room,1,1 bath,1.0,1.0,43.0,8,1125,t,24,54,84,85,105,2,0,21/10/2013,30/06/2020,1,9.0,8.0,10.0,9.0,10.0,9.0,f,1,0,1,0,1.23
13,24/11/2011,within a day,0.75,0.67,f,3.0,3.0,t,t,Bukit Merah,Central Region,1.28976,103.80896,Private room in apartment,Private room,1,0 baths,1.0,1.0,45.0,14,999,t,29,59,89,364,14,0,0,08/07/2012,28/09/2019,1,8.0,9.0,9.0,9.0,8.0,8.0,f,4,0,4,0,0.14
14,24/11/2011,within a day,0.75,0.67,f,3.0,3.0,t,t,Bukit Merah,Central Region,1.28677,103.81244000000001,Private room in apartment,Private room,1,2 shared baths,1.0,1.0,40.0,14,999,t,29,59,89,364,10,0,0,20/12/2013,27/04/2019,1,9.0,9.0,10.0,10.0,9.0,9.0,f,4,0,4,0,0.12
15,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34943,103.95951,Private room in house,Private room,1,1.5 shared baths,1.0,1.0,48.0,90,365,t,30,60,90,365,58,8,0,13/03/2012,10/02/2020,1,9.0,9.0,10.0,9.0,9.0,9.0,t,8,0,8,0,0.55
16,16/02/2012,,0.0,0.0,f,1.0,1.0,t,t,Geylang,Central Region,1.3142,103.90231999999999,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,65.0,90,1125,t,23,53,83,174,0,0,0,,,0,,,,,,,f,1,0,1,0,
17,20/12/2011,within an hour,1.0,0.6,f,6.0,6.0,t,t,Newton,Central Region,1.3115,103.83759,Private room,Private room,2,1 bath,1.0,1.0,69.0,90,1125,t,0,0,0,0,90,3,0,24/10/2013,04/01/2020,1,9.0,9.0,10.0,10.0,9.0,9.0,f,7,1,6,0,1.05
18,20/12/2011,within an hour,1.0,0.6,f,6.0,6.0,t,t,Novena,Central Region,1.3132700000000002,103.8398,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,66.0,90,1125,t,30,60,90,365,165,5,0,12/04/2012,10/01/2020,1,9.0,8.0,10.0,10.0,10.0,9.0,f,7,1,6,0,1.59
19,20/03/2012,,0.0,0.0,f,1.0,1.0,t,f,River Valley,Central Region,1.29345,103.83561999999999,Private room in apartment,Private room,1,0 baths,1.0,1.0,59.0,90,365,t,29,59,89,364,27,0,0,30/07/2013,07/08/2017,1,9.0,8.0,9.0,9.0,9.0,8.0,f,1,0,1,0,0.31
20,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34838,103.9592,Private room in house,Private room,3,1 private bath,1.0,2.0,82.0,90,1125,t,30,60,90,365,18,2,0,17/11/2012,16/02/2020,1,9.0,9.0,9.0,9.0,9.0,9.0,f,8,0,8,0,0.19
21,09/05/2012,within a day,0.83,1.0,f,2.0,2.0,t,t,Serangoon,North-East Region,1.3628,103.86446,Private room in house,Private room,2,1.5 shared baths,1.0,0.0,80.0,2,180,t,30,60,90,365,82,0,0,22/05/2012,30/06/2018,1,9.0,9.0,10.0,10.0,9.0,9.0,f,1,0,1,0,0.8
22,30/08/2011,a few days or more,0.0,0.0,f,1.0,1.0,t,t,Tampines,East Region,1.34657,103.95684,Private room in apartment,Private room,2,1 bath,1.0,1.0,95.0,1,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
23,16/05/2012,,0.0,0.0,f,1.0,1.0,t,f,Tampines,East Region,1.34816,103.93238000000001,Private room in apartment,Private room,2,1 bath,1.0,1.0,37.0,180,730,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
24,28/08/2011,within an hour,1.0,1.0,t,3.0,3.0,t,f,Jurong West,West Region,1.34135,103.71139000000001,Private room in condominium,Private room,1,1 shared bath,1.0,1.0,55.0,2,730,t,13,13,13,280,30,4,0,11/10/2012,14/09/2020,1,10.0,9.0,10.0,10.0,9.0,9.0,f,3,0,3,0,0.31
25,20/07/2012,,0.0,0.0,f,1.0,1.0,t,t,Bukit Timah,Central Region,1.33171,103.79383,Entire apartment,Entire home/apt,2,2 baths,2.0,1.0,270.0,4,90,t,27,57,87,362,11,0,0,23/08/2012,07/01/2018,1,9.0,8.0,10.0,10.0,9.0,9.0,f,1,1,0,0,0.11
26,09/08/2012,,0.0,0.0,f,1.0,1.0,t,f,Rochor,Central Region,1.3010899999999999,103.85234,Private room in apartment,Private room,2,2 baths,1.0,1.0,163.0,180,730,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
27,14/10/2011,,0.0,0.0,f,1.0,1.0,t,t,Queenstown,Central Region,1.30816,103.79811,Private room in house,Private room,2,1 bath,1.0,1.0,100.0,90,1125,t,30,60,90,91,28,0,0,24/09/2012,12/08/2017,1,9.0,9.0,10.0,10.0,10.0,9.0,f,1,0,1,0,0.28
28,10/10/2012,,0.0,0.0,f,2.0,2.0,t,f,Serangoon,North-East Region,1.36743,103.87288000000001,Private room in apartment,Private room,1,1 bath,1.0,1.0,26.0,180,365,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
29,20/10/2012,within a few hours,1.0,0.83,f,6.0,6.0,t,t,Downtown Core,Central Region,1.27663,103.84521,Private room in condominium,Private room,4,1 shared bath,1.0,1.0,119.0,4,1123,t,23,53,83,358,72,0,0,10/11/2012,27/02/2019,1,9.0,9.0,9.0,10.0,10.0,9.0,t,4,0,4,0,0.74
30,20/10/2012,within a few hours,1.0,0.83,f,6.0,6.0,t,t,Downtown Core,Central Region,1.27585,103.84597,Private room in condominium,Private room,4,1 shared bath,1.0,1.0,119.0,4,1124,t,30,60,90,365,26,0,0,11/11/2012,14/09/2018,1,9.0,9.0,10.0,10.0,10.0,9.0,t,4,0,4,0,0.27
31,09/01/2012,within a few hours,1.0,0.61,t,5.0,5.0,t,t,Marine Parade,Central Region,1.30416,103.90075999999999,Private room in apartment,Private room,2,1 private bath,1.0,1.0,243.0,2,1125,t,13,24,24,24,70,2,1,13/12/2012,12/10/2020,1,9.0,10.0,10.0,10.0,10.0,9.0,f,4,2,2,0,0.73
32,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.2841,103.84253000000001,Private room in apartment,Private room,1,2 shared baths,1.0,1.0,38.0,18,365,t,29,59,89,364,2,0,0,12/11/2012,11/08/2019,1,6.0,6.0,8.0,9.0,8.0,6.0,t,137,2,135,0,0.02
33,04/11/2012,,0.0,0.0,f,1.0,1.0,t,f,Punggol,North-East Region,1.39963,103.9064,Private room in apartment,Private room,1,0 shared baths,1.0,0.0,163.0,1,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
34,12/11/2012,,0.0,1.0,f,1.0,1.0,t,t,Queenstown,Central Region,1.28342,103.78585,Private room in apartment,Private room,2,1 bath,1.0,1.0,128.0,3,60,t,30,60,90,365,1,1,0,01/01/2020,01/01/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,0,1,0,0.1
35,09/01/2012,within a few hours,1.0,0.61,t,5.0,5.0,t,t,Marine Parade,Central Region,1.30492,103.90315,Entire apartment,Entire home/apt,4,2 baths,2.0,2.0,300.0,2,30,t,13,19,19,19,40,1,0,25/01/2013,25/12/2019,1,10.0,10.0,9.0,10.0,10.0,10.0,f,4,2,2,0,0.42
36,09/01/2012,within a few hours,1.0,0.61,t,5.0,5.0,t,t,Marine Parade,Central Region,1.30425,103.90097,Private room in apartment,Private room,2,Private half-bath,1.0,1.0,175.0,2,30,t,15,15,15,15,71,3,0,01/01/2013,12/07/2020,1,10.0,10.0,9.0,9.0,10.0,9.0,f,4,2,2,0,0.75
37,18/11/2012,a few days or more,0.0,0.0,f,1.0,1.0,t,t,Bedok,East Region,1.31313,103.91479,Private room in apartment,Private room,1,0,1.0,1.0,272.0,1,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
38,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.28291,103.84284,Private room in apartment,Private room,1,1 private bath,1.0,1.0,38.0,18,1124,t,29,59,89,364,3,0,0,14/02/2013,09/03/2018,1,8.0,7.0,9.0,9.0,9.0,9.0,t,137,2,135,0,0.03
39,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Kallang,Central Region,1.3123,103.8568,Private room in apartment,Private room,1,1 private bath,1.0,1.0,38.0,18,365,t,0,27,57,332,2,0,0,07/01/2017,07/08/2017,1,9.0,8.0,9.0,9.0,10.0,8.0,t,137,2,135,0,0.04
40,02/02/2013,within an hour,1.0,0.0,f,1.0,1.0,t,t,Serangoon,North-East Region,1.36885,103.8731,Private room in apartment,Private room,1,1 shared bath,1.0,2.0,68.0,1,30,t,29,59,89,364,25,0,0,13/08/2014,15/08/2019,1,10.0,10.0,10.0,10.0,9.0,9.0,f,1,0,1,0,0.33
41,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.28429,103.84297,Private room in apartment,Private room,1,1 private bath,1.0,1.0,69.0,18,365,t,24,54,84,359,7,1,0,04/07/2016,11/01/2020,1,10.0,9.0,10.0,9.0,10.0,9.0,t,137,2,135,0,0.13
42,16/01/2013,within an hour,1.0,0.96,t,4.0,4.0,t,t,Novena,Central Region,1.33334,103.8327,Private room in apartment,Private room,1,1 shared bath,1.0,1.0,70.0,2,45,t,16,46,76,167,247,15,0,05/04/2013,30/07/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,0,1,0,2.68
43,26/03/2013,within an hour,0.98,0.92,t,1.0,1.0,t,t,River Valley,Central Region,1.29245,103.83742,Entire apartment,Entire home/apt,2,1 bath,1.0,1.0,136.0,1,365,t,19,49,76,351,201,45,8,31/10/2013,19/10/2020,1,10.0,9.0,10.0,10.0,10.0,9.0,f,1,1,0,0,2.36
44,04/07/2012,within an hour,1.0,1.0,f,1.0,1.0,t,t,Tanglin,Central Region,1.3180100000000001,103.82868,Entire apartment,Entire home/apt,2,2 baths,1.0,1.0,408.0,21,1125,t,29,59,89,180,18,1,1,24/04/2017,17/10/2020,1,10.0,10.0,10.0,10.0,10.0,10.0,f,1,1,0,0,0.42
45,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Kallang,Central Region,1.31189,103.85901,Private room in apartment,Private room,1,1 private bath,1.0,1.0,41.0,18,365,t,30,60,90,365,2,0,0,10/02/2016,22/02/2016,1,5.0,6.0,8.0,9.0,9.0,6.0,t,137,2,135,0,0.03
46,19/05/2013,within a few hours,1.0,1.0,t,2.0,2.0,t,t,Singapore River,Central Region,1.28708,103.84444,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,230.0,90,1125,t,28,58,88,179,28,0,0,01/12/2013,14/07/2018,1,9.0,9.0,9.0,10.0,10.0,9.0,f,1,1,0,0,0.33
47,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.31617,103.82694000000001,Entire apartment,Entire home/apt,5,3 baths,3.0,4.0,250.0,7,999,t,30,60,90,365,44,1,0,10/01/2014,03/02/2020,1,9.0,9.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.53
48,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.31503,103.82614000000001,Entire house,Entire home/apt,2,1 bath,1.0,1.0,207.0,7,999,t,18,48,78,353,34,4,0,02/12/2013,01/05/2020,1,10.0,10.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.4
49,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.3150700000000002,103.82704,Entire apartment,Entire home/apt,3,2.5 baths,2.0,2.0,200.0,7,999,t,30,60,90,365,33,3,0,26/11/2013,22/01/2020,1,9.0,9.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.39
50,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.2838,103.84265,Private room in apartment,Private room,1,1 private bath,1.0,1.0,69.0,90,365,t,0,0,0,0,5,1,0,11/09/2016,20/09/2020,1,10.0,8.0,10.0,10.0,10.0,10.0,t,137,2,135,0,0.1
51,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Kallang,Central Region,1.31213,103.8561,Private room in apartment,Private room,1,1 private bath,1.0,1.0,69.0,18,365,t,30,60,90,365,1,0,0,22/10/2016,22/10/2016,1,10.0,10.0,10.0,10.0,10.0,10.0,t,137,2,135,0,0.02
52,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.2845799999999998,103.84311,Private room in apartment,Private room,1,1 private bath,1.0,1.0,79.0,90,365,t,28,58,88,363,3,0,0,28/03/2017,02/12/2017,1,10.0,10.0,10.0,10.0,10.0,10.0,t,137,2,135,0,0.07
53,17/06/2013,within a day,0.9,0.16,f,9.0,9.0,t,f,Queenstown,Central Region,1.2927,103.7685,Private room in house,Private room,2,4 baths,1.0,2.0,54.0,5,1125,t,0,0,0,0,10,10,3,04/03/2020,20/10/2020,1,7.0,7.0,9.0,9.0,10.0,7.0,f,8,0,1,7,1.27
54,17/06/2013,within a day,0.9,0.16,f,9.0,9.0,t,f,Queenstown,Central Region,1.2927,103.7685,Shared room in apartment,Shared room,2,4 shared baths,1.0,2.0,50.0,5,1125,t,30,60,90,365,11,0,0,29/04/2016,01/12/2018,1,8.0,8.0,10.0,10.0,9.0,9.0,f,8,0,1,7,0.2
55,24/06/2013,within an hour,1.0,0.92,t,18.0,18.0,t,f,Geylang,Central Region,1.31511,103.88946999999999,Entire apartment,Entire home/apt,5,1.5 baths,1.0,3.0,119.0,30,1125,t,21,51,81,356,88,3,0,06/07/2013,09/04/2020,1,10.0,10.0,10.0,10.0,9.0,9.0,f,8,8,0,0,0.99
56,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.28386,103.84238,Private room in apartment,Private room,1,1 private bath,1.0,1.0,69.0,90,365,t,29,59,89,364,3,0,0,15/09/2013,14/10/2016,1,9.0,6.0,9.0,9.0,10.0,9.0,t,137,2,135,0,0.03
57,21/07/2013,,0.0,1.0,f,0.0,0.0,t,t,Bedok,East Region,1.32889,103.90799999999999,Private room in house,Private room,3,1 private bath,1.0,1.0,80.0,14,180,t,29,59,89,364,97,0,0,01/08/2013,04/10/2017,1,9.0,10.0,10.0,10.0,9.0,9.0,f,1,0,1,0,1.1
58,14/11/2012,,0.0,1.0,t,1.0,1.0,t,f,Novena,Central Region,1.32892,103.84384,Private room in apartment,Private room,1,1 bath,1.0,1.0,35.0,90,365,t,11,30,46,227,31,2,0,22/08/2013,23/03/2020,1,9.0,9.0,10.0,10.0,9.0,9.0,f,1,0,1,0,0.35
59,05/08/2013,a few days or more,0.33,0.71,f,1.0,1.0,t,f,Tanglin,Central Region,1.30768,103.82016999999999,Private room in condominium,Private room,3,1.5 baths,1.0,1.0,88.0,6,365,t,28,58,88,89,57,5,0,01/05/2014,25/02/2020,1,10.0,10.0,10.0,10.0,9.0,10.0,f,1,0,1,0,0.72
60,07/08/2013,within an hour,1.0,1.0,f,1.0,1.0,t,t,Pasir Ris,East Region,1.38055,103.94406,Private room in earth house,Private room,2,1 bath,1.0,1.0,80.0,2,1125,t,30,60,90,365,9,1,0,29/11/2013,08/09/2020,1,9.0,10.0,10.0,10.0,8.0,9.0,f,1,0,1,0,0.11
61,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Kallang,Central Region,1.30774,103.86332,Private room in apartment,Private room,1,3 shared baths,1.0,0.0,28.0,18,365,t,29,59,89,364,8,0,0,30/05/2014,26/12/2016,1,8.0,9.0,10.0,9.0,10.0,8.0,f,137,2,135,0,0.1
62,12/08/2013,,0.0,1.0,f,1.0,1.0,t,t,Kallang,Central Region,1.30834,103.85709,Private room in apartment,Private room,2,1 private bath,1.0,2.0,75.0,6,1125,t,29,59,89,90,29,5,0,24/12/2015,04/12/2019,1,9.0,9.0,10.0,10.0,9.0,9.0,f,1,0,1,0,0.49
63,20/08/2013,a few days or more,0.0,0.0,f,1.0,1.0,t,f,Novena,Central Region,1.32359,103.8498,Private room in house,Private room,4,1 bath,1.0,4.0,30.0,108,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
64,26/08/2013,,0.0,0.0,f,2.0,2.0,t,t,Kallang,Central Region,1.31118,103.87366999999999,Entire townhouse,Entire home/apt,8,4 baths,4.0,12.0,130.0,14,21,t,30,60,90,365,0,0,0,,,0,,,,,,,t,1,1,0,0,
65,02/09/2013,,0.0,0.0,f,1.0,1.0,t,f,Bukit Merah,Central Region,1.28419,103.82765,Private room in apartment,Private room,1,1 bath,1.0,1.0,60.0,183,365,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
66,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.2841,103.84253000000001,Private room in apartment,Private room,1,1.5 baths,1.0,1.0,45.0,18,365,t,28,58,88,363,4,1,0,10/03/2018,15/07/2020,1,10.0,9.0,10.0,10.0,10.0,8.0,t,137,2,135,0,0.12
67,09/09/2013,,0.0,0.0,f,1.0,1.0,t,t,Ang Mo Kio,North-East Region,1.39088,103.85303,Private room in house,Private room,3,1 bath,1.0,2.0,216.0,1,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
68,09/09/2013,,0.0,0.0,f,1.0,1.0,t,f,Bukit Batok,West Region,1.3412600000000001,103.75992,Private room in apartment,Private room,1,1 bath,1.0,1.0,84.0,14,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,f,1,0,1,0,
69,10/09/2013,within a few hours,1.0,0.84,t,1.0,1.0,t,t,Novena,Central Region,1.33917,103.82306,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,85.0,14,90,t,0,24,54,55,91,7,0,30/10/2013,17/08/2020,1,10.0,10.0,10.0,10.0,9.0,9.0,t,2,0,2,0,1.07
70,11/09/2013,a few days or more,0.0,0.0,f,7.0,7.0,t,f,Rochor,Central Region,1.30292,103.85799999999999,Private room in bed and breakfast,Private room,3,8 baths,1.0,3.0,90.0,1,1125,t,0,0,0,267,2,0,0,14/07/2017,02/01/2018,1,7.0,7.0,9.0,8.0,9.0,8.0,f,7,0,7,0,0.05
71,16/09/2013,,0.0,1.0,f,5.0,5.0,t,t,Outram,Central Region,1.28405,103.84424,Shared room in bed and breakfast,Shared room,1,0 shared baths,1.0,1.0,51.0,1,14,t,0,0,23,298,150,10,0,21/11/2013,31/01/2020,1,9.0,9.0,10.0,10.0,10.0,9.0,t,3,0,0,1,1.78
72,16/09/2013,,0.0,1.0,f,5.0,5.0,t,t,Outram,Central Region,1.28405,103.84424,Room in bed and breakfast,Hotel room,1,0 baths,1.0,1.0,51.0,1,14,t,0,0,23,298,93,9,0,28/01/2014,31/01/2020,1,10.0,9.0,10.0,10.0,10.0,9.0,t,3,0,0,1,1.13
73,20/09/2013,within an hour,1.0,0.97,f,75.0,75.0,t,t,Outram,Central Region,1.2846600000000001,103.84255,Private room in apartment,Private room,1,1 private bath,1.0,1.0,50.0,18,365,t,29,59,89,364,0,0,0,,,0,,,,,,,t,107,1,106,0,
74,25/09/2013,within a day,1.0,0.5,t,1.0,1.0,t,t,Museum,Central Region,1.2994700000000001,103.84661,Entire condominium,Entire home/apt,4,2 baths,3.0,3.0,180.0,120,365,t,28,58,88,363,16,3,0,26/07/2014,11/01/2020,1,10.0,10.0,10.0,10.0,10.0,9.0,f,1,1,0,0,0.21
75,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Outram,Central Region,1.2841,103.84253000000001,Private room in apartment,Private room,1,1 private bath,1.0,1.0,69.0,18,365,t,0,0,0,0,4,1,0,11/09/2016,01/09/2020,1,7.0,6.0,9.0,9.0,9.0,8.0,t,137,2,135,0,0.08
76,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Kallang,Central Region,1.31266,103.85684,Private room in apartment,Private room,1,2 shared baths,1.0,0.0,49.0,18,365,t,29,59,89,364,2,0,0,02/03/2014,25/12/2015,1,8.0,7.0,9.0,9.0,9.0,8.0,t,137,2,135,0,0.02
77,17/01/2014,within an hour,1.0,0.97,f,20.0,20.0,t,t,Newton,Central Region,1.30626,103.83994,Private room in apartment,Private room,2,1 private bath,1.0,1.0,86.0,3,1125,t,27,57,87,334,13,2,0,26/04/2017,01/03/2020,1,8.0,8.0,9.0,9.0,10.0,8.0,f,19,1,18,0,0.3
78,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34566,103.95994,Private room in house,Private room,3,1 shared bath,1.0,1.0,95.0,90,1125,t,30,60,90,365,10,1,0,12/10/2014,01/01/2020,1,9.0,8.0,9.0,9.0,9.0,9.0,t,8,0,8,0,0.14
79,28/05/2013,within an hour,1.0,0.99,f,18.0,18.0,t,t,Tanglin,Central Region,1.31742,103.82571999999999,Room in serviced apartment,Hotel room,2,1 bath,1.0,1.0,135.0,7,365,t,24,54,84,359,28,3,0,19/01/2014,07/02/2020,1,10.0,9.0,10.0,10.0,9.0,9.0,t,19,14,0,0,0.34
80,20/07/2012,,0.0,0.0,f,2.0,2.0,t,f,Bedok,East Region,1.3199299999999998,103.92342,Private room in townhouse,Private room,1,0,1.0,1.0,95.0,2,1125,t,30,60,90,365,0,0,0,,,0,,,,,,,t,2,0,2,0,
81,29/01/2011,within a few hours,1.0,1.0,f,8.0,8.0,t,t,Tampines,East Region,1.34574,103.95945,Private room in house,Private room,8,1 private bath,2.0,8.0,245.0,90,1125,t,30,60,90,365,7,3,0,28/04/2017,22/02/2020,1,9.0,7.0,10.0,10.0,10.0,10.0,f,8,0,8,0,0.16
82,19/05/2012,within an hour,1.0,0.96,f,127.0,127.0,t,t,Geylang,Central Region,1.31539,103.88257,Private room in apartment,Private room,1,3 shared baths,1.0,1.0,59.0,18,365,t,24,54,84,359,1,0,0,25/03/2017,25/03/2017,1,10.0,10.0,10.0,10.0,10.0,10.0,t,137,2,135,0,0.02
83,22/07/2013,,0.0,0.0,f,3.0,3.0,t,t,Bedok,East Region,1.31944,103.91529,Private room in house,Private room,1,1 bath,1.0,1.0,49.0,90,1125,t,23,53,83,174,3,0,0,21/02/2015,13/05/2016,1,10.0,10.0,10.0,10.0,10.0,9.0,f,3,0,3,0,0.04
84,22/07/2013,,0.0,0.0,f,3.0,3.0,t,t,Bedok,East Region,1.32249,103.92316,Private room in house,Private room,2,1 bath,1.0,1.0,60.0,90,1125,t,23,53,83,174,2,0,0,27/04/2016,04/05/2016,1,9.0,9.0,9.0,9.0,9.0,9.0,f,3,0,3,0,0.04
85,20/10/2012,within a few hours,1.0,0.83,f,6.0,6.0,t,t,Downtown Core,Central Region,1.27539,103.84491,Private room in condominium,Private room,4,1 shared bath,1.0,1.0,119.0,4,1123,t,23,53,83,358,77,0,0,03/03/2014,25/04/2019,1,9.0,9.0,10.0,9.0,10.0,9.0,t,4,0,4,0,0.95
